sampleCm,calAge,calAgeUci,calAgeLci,sedAcc,sedAccUci,sedAccLci,sampleRes,sampleResUci,sampleResLci
672.5,5280.62,5375.27,5204.59,0.072,0.082,0.062,6.95,8.02,6.1
673,5287.36,5382.43,5211.65,0.072,0.082,0.062,6.95,8.01,6.1
673.5,5294.11,5389.44,5218.92,0.072,0.082,0.062,6.95,8,6.11
674,5300.85,5396.44,5226.26,0.072,0.082,0.063,6.95,7.99,6.12
674.5,5307.61,5403.41,5233.61,0.072,0.082,0.063,6.96,7.98,6.13
675,5314.36,5410.45,5240.97,0.072,0.082,0.063,6.96,7.98,6.13
675.5,5321.12,5417.51,5248.33,0.072,0.082,0.063,6.95,7.98,6.12
676,5327.88,5424.55,5255.49,0.072,0.082,0.063,6.95,7.98,6.12
676.5,5334.65,5431.71,5262.8,0.072,0.082,0.063,6.95,7.97,6.1
677,5341.41,5438.68,5269.97,0.072,0.082,0.063,6.94,7.97,6.1
677.5,5348.18,5445.61,5277.37,0.072,0.082,0.063,6.94,7.96,6.08
678,5354.95,5452.52,5284.33,0.072,0.082,0.063,6.94,7.96,6.08
678.5,5361.71,5459.56,5291.81,0.072,0.082,0.063,6.95,7.96,6.06
679,5368.48,5466.7,5298.41,0.072,0.082,0.063,6.95,7.96,6.08
679.5,5375.25,5473.78,5305.51,0.072,0.082,0.063,6.95,7.96,6.08
680,5382.02,5480.67,5312.79,0.072,0.083,0.063,6.95,7.96,6.05
680.5,5388.79,5487.53,5320.14,0.072,0.083,0.063,6.95,7.95,6.05
681,5395.56,5494.36,5327.76,0.072,0.083,0.063,6.95,7.94,6.05
681.5,5402.33,5501.18,5334.81,0.072,0.083,0.063,6.94,7.93,6.04
682,5409.09,5508.03,5341.97,0.072,0.083,0.063,6.94,7.92,6.03
682.5,5415.86,5514.84,5349.2,0.072,0.083,0.063,6.93,7.91,6.01
683,5422.62,5521.63,5356.09,0.072,0.083,0.063,6.93,7.91,6
683.5,5429.38,5528.32,5362.81,0.072,0.083,0.063,6.93,7.91,6
684,5436.14,5534.84,5370.3,0.072,0.083,0.063,6.93,7.9,6.01
684.5,5442.89,5541.31,5377.99,0.072,0.083,0.063,6.92,7.9,6
685,5449.65,5547.76,5385.68,0.072,0.084,0.063,6.91,7.89,5.98
685.5,5456.4,5554.62,5393.36,0.072,0.084,0.063,6.91,7.89,5.98
686,5463.15,5561.45,5400.04,0.072,0.084,0.063,6.9,7.88,5.97
686.5,5469.89,5568.07,5406.27,0.072,0.084,0.064,6.9,7.87,5.97
687,5476.63,5574.43,5413.32,0.073,0.084,0.064,6.89,7.86,5.95
687.5,5483.37,5580.77,5420.13,0.073,0.084,0.064,6.89,7.84,5.92
688,5490.11,5587.07,5427.35,0.073,0.085,0.064,6.88,7.84,5.91
688.5,5496.84,5593.91,5434.27,0.073,0.085,0.064,6.88,7.83,5.89
689,5503.57,5600.04,5441.6,0.073,0.085,0.064,6.87,7.82,5.88
689.5,5510.29,5606.4,5448.22,0.073,0.085,0.064,6.86,7.8,5.87
690,5517.01,5612.93,5455.25,0.073,0.086,0.064,6.86,7.79,5.84
690.5,5523.72,5619.65,5462.23,0.073,0.086,0.064,6.85,7.79,5.83
691,5530.43,5626.03,5468.84,0.073,0.086,0.064,6.84,7.78,5.84
691.5,5537.13,5632.51,5475.45,0.073,0.086,0.064,6.83,7.77,5.83
692,5543.83,5638.67,5482.08,0.073,0.086,0.064,6.83,7.76,5.82
692.5,5550.52,5645.03,5488.53,0.073,0.086,0.064,6.82,7.75,5.81
693,5557.2,5651.37,5494.99,0.073,0.086,0.065,6.81,7.75,5.79
693.5,5563.88,5657.91,5501.45,0.073,0.086,0.065,6.81,7.73,5.78
694,5570.56,5664.26,5507.46,0.073,0.087,0.065,6.81,7.72,5.77
694.5,5577.22,5670.74,5514.02,0.074,0.087,0.065,6.8,7.71,5.77
695,5583.88,5677.92,5521.1,0.074,0.087,0.065,6.79,7.69,5.74
695.5,5590.54,5684.21,5527.85,0.074,0.087,0.065,6.78,7.68,5.72
696,5597.18,5690.47,5534.59,0.074,0.088,0.065,6.78,7.66,5.7
696.5,5603.82,5696.71,5540.95,0.074,0.088,0.065,6.77,7.65,5.69
697,5610.45,5703.21,5546.76,0.074,0.088,0.065,6.76,7.64,5.68
697.5,5617.08,5710.32,5552.57,0.074,0.088,0.066,6.75,7.63,5.66
698,5623.69,5716.75,5558.38,0.074,0.089,0.066,6.74,7.62,5.64
698.5,5630.3,5723.15,5564.18,0.074,0.089,0.066,6.73,7.6,5.62
699,5636.9,5729.52,5570.18,0.074,0.089,0.066,6.72,7.59,5.6
699.5,5643.49,5735.87,5575.82,0.075,0.089,0.066,6.71,7.58,5.59
700,5650.07,5742.12,5581.64,0.075,0.09,0.066,6.7,7.57,5.58
700.5,5656.65,5748.26,5587.46,0.075,0.09,0.066,6.68,7.55,5.57
701,5663.21,5754.38,5594.11,0.075,0.09,0.066,6.67,7.53,5.56
701.5,5669.76,5760.32,5600.22,0.075,0.09,0.067,6.66,7.52,5.54
702,5676.31,5766.58,5606.05,0.075,0.09,0.067,6.64,7.51,5.53
702.5,5682.84,5772.57,5611.87,0.075,0.091,0.067,6.63,7.5,5.51
703,5689.37,5778.79,5617.7,0.076,0.091,0.067,6.62,7.48,5.49
703.5,5695.88,5784.74,5623.52,0.076,0.091,0.067,6.61,7.46,5.48
704,5702.39,5790.48,5629.34,0.076,0.092,0.067,6.6,7.43,5.46
704.5,5708.88,5796.19,5635.17,0.076,0.092,0.067,6.58,7.41,5.44
705,5715.36,5801.87,5640.99,0.076,0.092,0.068,6.57,7.39,5.44
705.5,5721.84,5807.64,5646.8,0.076,0.092,0.068,6.56,7.37,5.43
706,5728.3,5814.33,5652.22,0.076,0.092,0.068,6.54,7.34,5.41
706.5,5734.75,5820.36,5657.63,0.077,0.093,0.068,6.53,7.32,5.39
707,5741.18,5826.09,5663.04,0.077,0.093,0.068,6.51,7.3,5.37
707.5,5747.61,5831.83,5668.46,0.077,0.093,0.069,6.5,7.28,5.35
708,5754.02,5837.71,5674.1,0.077,0.094,0.069,6.49,7.28,5.34
708.5,5760.42,5843.79,5679.94,0.077,0.094,0.069,6.47,7.27,5.34
709,5766.81,5849.4,5685.79,0.077,0.094,0.069,6.46,7.25,5.33
709.5,5773.19,5855.91,5691.65,0.078,0.094,0.069,6.44,7.23,5.31
710,5779.55,5861.99,5697.51,0.078,0.094,0.069,6.43,7.2,5.3
710.5,5785.9,5867.71,5703.3,0.078,0.094,0.07,6.41,7.18,5.3
711,5792.23,5873.34,5708.65,0.078,0.095,0.07,6.39,7.16,5.28
711.5,5798.56,5878.94,5714.23,0.078,0.095,0.07,6.38,7.14,5.27
712,5804.87,5884.53,5719.92,0.079,0.095,0.07,6.36,7.12,5.26
712.5,5811.16,5890.09,5725.62,0.079,0.095,0.071,6.34,7.09,5.25
713,5817.44,5896.32,5731.33,0.079,0.095,0.071,6.32,7.07,5.24
713.5,5823.71,5902.3,5737.05,0.079,0.096,0.071,6.3,7.06,5.22
714,5829.96,5907.78,5742.78,0.08,0.096,0.071,6.28,7.04,5.21
714.5,5836.19,5913.11,5748.88,0.08,0.096,0.071,6.27,7.02,5.2
715,5842.42,5918.43,5754.59,0.08,0.096,0.071,6.25,7,5.18
715.5,5848.62,5923.72,5760.26,0.08,0.097,0.072,6.23,6.98,5.17
716,5854.81,5928.99,5766.06,0.08,0.097,0.072,6.21,6.95,5.15
716.5,5860.99,5934.14,5771.95,0.081,0.097,0.072,6.19,6.94,5.14
717,5867.15,5939.47,5777.64,0.081,0.097,0.072,6.18,6.91,5.14
717.5,5873.29,5944.86,5783.34,0.081,0.098,0.073,6.16,6.89,5.13
718,5879.42,5950.17,5789.4,0.081,0.098,0.073,6.14,6.87,5.11
718.5,5885.53,5955.35,5795.55,0.082,0.098,0.073,6.12,6.87,5.1
719,5891.62,5960.49,5801.69,0.082,0.098,0.073,6.1,6.85,5.1
719.5,5897.7,5965.63,5807.83,0.082,0.098,0.073,6.08,6.83,5.09
720,5903.76,5970.74,5813.97,0.083,0.098,0.073,6.05,6.81,5.08
720.5,5909.8,5975.83,5820.1,0.083,0.099,0.074,6.03,6.8,5.07
721,5915.83,5980.9,5826.22,0.083,0.099,0.074,6.02,6.78,5.05
721.5,5921.83,5985.95,5832.34,0.083,0.099,0.074,6,6.77,5.04
722,5927.82,5991.41,5838.46,0.084,0.099,0.074,5.97,6.75,5.03
722.5,5933.79,5997.1,5844.58,0.084,0.1,0.074,5.95,6.74,5.02
723,5939.75,6002.61,5850.69,0.084,0.1,0.074,5.94,6.73,5.01
723.5,5945.69,6008.07,5856.79,0.084,0.1,0.074,5.92,6.72,5
724,5951.61,6013.7,5862.96,0.085,0.1,0.075,5.9,6.7,4.99
724.5,5957.52,6019.73,5869.34,0.085,0.101,0.075,5.88,6.7,4.97
725,5963.41,6025.52,5875.72,0.085,0.101,0.075,5.86,6.69,4.96
725.5,5969.28,6031.16,5882.12,0.086,0.101,0.075,5.84,6.68,4.95
726,5975.14,6036.64,5888.52,0.086,0.101,0.075,5.82,6.67,4.94
726.5,5980.98,6042.56,5894.94,0.086,0.101,0.075,5.8,6.65,4.93
727,5986.81,6048.16,5901.55,0.086,0.102,0.075,5.79,6.63,4.92
727.5,5992.62,6054.2,5908.33,0.087,0.102,0.075,5.77,6.63,4.89
728,5998.42,6059.68,5915.13,0.087,0.103,0.075,5.75,6.63,4.88
728.5,6004.2,6064.93,5921.95,0.087,0.103,0.075,5.73,6.64,4.87
729,6009.97,6070.76,5928.73,0.087,0.103,0.075,5.72,6.64,4.85
729.5,6015.72,6076.56,5935.35,0.088,0.104,0.075,5.7,6.63,4.83
730,6021.46,6082.22,5941.98,0.088,0.104,0.075,5.69,6.63,4.79
730.5,6027.19,6087.86,5948.62,0.088,0.105,0.076,5.67,6.62,4.78
731,6032.9,6093.67,5955.27,0.088,0.105,0.076,5.65,6.61,4.76
731.5,6038.6,6099.47,5961.94,0.089,0.106,0.076,5.64,6.61,4.73
732,6044.29,6105.26,5968.45,0.089,0.106,0.076,5.63,6.61,4.71
732.5,6049.96,6111.04,5974.68,0.089,0.107,0.076,5.62,6.6,4.69
733,6055.62,6117.36,5980.53,0.089,0.107,0.076,5.6,6.59,4.68
733.5,6061.27,6123.75,5986.39,0.09,0.107,0.076,5.59,6.59,4.65
734,6066.9,6129.12,5992.26,0.09,0.108,0.076,5.57,6.59,4.64
734.5,6072.53,6134.46,5998.14,0.09,0.108,0.076,5.55,6.59,4.62
735,6078.14,6140.01,6004.03,0.09,0.109,0.076,5.54,6.59,4.6
735.5,6083.73,6145.65,6009.94,0.09,0.109,0.076,5.53,6.59,4.58
736,6089.32,6151.7,6016.51,0.091,0.109,0.076,5.52,6.59,4.57
736.5,6094.9,6157.73,6023.16,0.091,0.11,0.076,5.51,6.59,4.56
737,6100.46,6163.75,6029.82,0.091,0.11,0.076,5.49,6.58,4.55
737.5,6106.02,6169.75,6036.49,0.091,0.11,0.076,5.48,6.59,4.53
738,6111.56,6175.75,6043.17,0.092,0.111,0.076,5.46,6.59,4.52
738.5,6117.09,6181.73,6049.86,0.092,0.111,0.076,5.45,6.6,4.5
739,6122.61,6187.17,6056.56,0.092,0.112,0.076,5.44,6.6,4.48
739.5,6128.12,6192.73,6063.27,0.092,0.112,0.076,5.42,6.61,4.46
740,6133.62,6198.45,6069.61,0.092,0.112,0.076,5.41,6.61,4.44
740.5,6139.12,6204.42,6075.75,0.093,0.113,0.076,5.4,6.6,4.43
741,6144.6,6210,6081.78,0.093,0.113,0.076,5.39,6.6,4.42
741.5,6150.07,6215.56,6087.8,0.093,0.114,0.076,5.38,6.6,4.4
742,6155.54,6221.12,6094.1,0.093,0.114,0.076,5.37,6.6,4.38
742.5,6160.99,6226.86,6100.37,0.093,0.115,0.076,5.36,6.6,4.36
743,6166.44,6232.77,6106.55,0.093,0.115,0.076,5.35,6.6,4.34
743.5,6171.87,6238.68,6112.34,0.094,0.116,0.076,5.34,6.6,4.32
744,6177.3,6244.99,6117.88,0.094,0.116,0.076,5.33,6.6,4.3
744.5,6182.73,6251.55,6123.45,0.094,0.117,0.076,5.32,6.6,4.29
745,6188.14,6257.61,6129.35,0.094,0.117,0.076,5.31,6.6,4.28
745.5,6193.54,6262.69,6135.25,0.094,0.117,0.076,5.3,6.6,4.27
746,6198.94,6267.66,6141.14,0.095,0.117,0.076,5.29,6.6,4.26
746.5,6204.33,6273.48,6147.55,0.095,0.118,0.076,5.28,6.6,4.25
747,6209.72,6279.3,6154.43,0.095,0.118,0.076,5.27,6.6,4.23
747.5,6215.09,6284.94,6160.84,0.095,0.118,0.076,5.27,6.6,4.22
748,6220.46,6290.87,6166.66,0.095,0.119,0.076,5.26,6.6,4.21
748.5,6225.83,6296.46,6171.41,0.095,0.119,0.076,5.25,6.6,4.2
749,6231.19,6302.59,6177.12,0.095,0.119,0.076,5.25,6.6,4.19
749.5,6236.54,6308.79,6182.65,0.095,0.12,0.076,5.24,6.6,4.18
750,6241.88,6314.98,6187.7,0.096,0.12,0.076,5.24,6.61,4.17
750.5,6247.22,6321.09,6192.97,0.096,0.12,0.076,5.23,6.61,4.17
751,6252.56,6326.86,6197.82,0.096,0.12,0.076,5.22,6.61,4.16
751.5,6257.89,6333.05,6202.8,0.096,0.121,0.076,5.21,6.61,4.15
752,6263.21,6339.24,6207.75,0.096,0.121,0.076,5.21,6.61,4.14
752.5,6268.53,6345.41,6212.7,0.096,0.121,0.076,5.2,6.62,4.13
753,6273.84,6351.21,6217.57,0.096,0.121,0.076,5.2,6.62,4.12
753.5,6279.15,6356.79,6222.45,0.096,0.121,0.076,5.19,6.62,4.12
754,6284.46,6362.82,6227.23,0.096,0.122,0.076,5.19,6.62,4.11
754.5,6289.76,6368.5,6231.95,0.096,0.122,0.076,5.18,6.62,4.1
755,6295.06,6374.22,6236.68,0.097,0.122,0.076,5.18,6.62,4.09
755.5,6300.35,6380.39,6241.44,0.097,0.122,0.076,5.17,6.62,4.08
756,6305.65,6386.55,6246.2,0.097,0.123,0.076,5.17,6.62,4.08
756.5,6310.93,6391.65,6250.89,0.097,0.123,0.076,5.17,6.62,4.07
757,6316.22,6396.1,6255.58,0.097,0.123,0.076,5.17,6.61,4.07
757.5,6321.5,6401.74,6260.83,0.097,0.123,0.076,5.16,6.61,4.06
758,6326.78,6407.04,6265.48,0.097,0.123,0.076,5.16,6.61,4.06
758.5,6332.06,6413.22,6270.13,0.097,0.123,0.076,5.16,6.61,4.05
759,6337.33,6419.87,6274.77,0.097,0.123,0.076,5.15,6.61,4.05
759.5,6342.61,6426.52,6279.42,0.097,0.123,0.076,5.15,6.61,4.05
760,6347.88,6432.2,6284.34,0.097,0.124,0.076,5.15,6.61,4.05
760.5,6353.15,6438.69,6289.29,0.097,0.124,0.076,5.15,6.61,4.04
761,6358.42,6445.33,6293.84,0.097,0.124,0.076,5.15,6.61,4.04
761.5,6363.69,6451.97,6298.67,0.097,0.124,0.076,5.15,6.61,4.04
762,6368.95,6458.45,6303,0.097,0.124,0.076,5.14,6.61,4.04
762.5,6374.22,6464.78,6307.36,0.097,0.124,0.076,5.14,6.61,4.04
763,6379.48,6471.1,6311.99,0.097,0.124,0.076,5.14,6.61,4.04
763.5,6384.75,6477.43,6316.66,0.097,0.124,0.076,5.14,6.62,4.04
764,6390.01,6483.76,6321.31,0.097,0.124,0.076,5.14,6.61,4.04
764.5,6395.28,6490.06,6325.8,0.097,0.124,0.076,5.14,6.61,4.04
765,6400.54,6496.16,6330.49,0.097,0.124,0.076,5.14,6.61,4.04
765.5,6405.81,6502.36,6335.25,0.097,0.124,0.076,5.15,6.61,4.04
766,6411.08,6508.7,6339.9,0.097,0.124,0.076,5.15,6.61,4.04
766.5,6416.34,6514.96,6344.55,0.097,0.124,0.076,5.15,6.61,4.04
767,6421.61,6521.22,6349.09,0.097,0.124,0.076,5.15,6.61,4.05
767.5,6426.88,6527.58,6353.72,0.097,0.123,0.076,5.15,6.61,4.05
768,6432.15,6534.16,6358.33,0.097,0.123,0.076,5.15,6.61,4.05
768.5,6437.43,6540.13,6362.59,0.097,0.123,0.076,5.16,6.61,4.05
769,6442.7,6546.46,6366.88,0.097,0.123,0.076,5.16,6.61,4.06
769.5,6447.98,6552.5,6371.22,0.097,0.123,0.076,5.16,6.61,4.06
770,6453.26,6558.52,6375.47,0.097,0.123,0.076,5.17,6.61,4.07
770.5,6458.54,6564.71,6379.49,0.097,0.123,0.076,5.17,6.62,4.07
771,6463.83,6570.91,6383.85,0.097,0.123,0.076,5.17,6.62,4.08
771.5,6469.12,6577.12,6387.98,0.097,0.122,0.076,5.17,6.62,4.08
772,6474.41,6583.32,6392.44,0.097,0.122,0.076,5.18,6.62,4.09
772.5,6479.7,6589.59,6397.34,0.096,0.122,0.076,5.18,6.62,4.1
773,6485,6595.92,6401.81,0.096,0.122,0.076,5.19,6.62,4.11
773.5,6490.3,6602.21,6406.23,0.096,0.121,0.076,5.19,6.62,4.12
774,6495.61,6608.35,6410.67,0.096,0.121,0.076,5.2,6.62,4.12
774.5,6500.92,6614.6,6414.82,0.096,0.121,0.076,5.2,6.62,4.13
775,6506.23,6620.86,6418.98,0.096,0.121,0.076,5.21,6.61,4.14
775.5,6511.55,6627.12,6423.32,0.096,0.121,0.076,5.21,6.61,4.15
776,6516.88,6633.39,6427.74,0.096,0.12,0.076,5.22,6.61,4.16
776.5,6522.21,6639.49,6432.17,0.096,0.12,0.076,5.23,6.61,4.17
777,6527.54,6645.47,6436.6,0.096,0.12,0.076,5.24,6.61,4.17
777.5,6532.88,6651.48,6441.12,0.095,0.12,0.076,5.24,6.6,4.18
778,6538.23,6658.16,6445.64,0.095,0.119,0.076,5.25,6.6,4.19
778.5,6543.58,6664.72,6449.38,0.095,0.119,0.076,5.25,6.6,4.2
779,6548.93,6670.84,6453.82,0.095,0.119,0.076,5.26,6.6,4.21
779.5,6554.3,6677.47,6458.41,0.095,0.118,0.076,5.27,6.6,4.22
780,6559.67,6684.27,6463.01,0.095,0.118,0.076,5.27,6.6,4.23
780.5,6565.04,6691.37,6467.28,0.095,0.118,0.076,5.28,6.6,4.25
781,6570.43,6698.42,6471.44,0.095,0.117,0.076,5.29,6.6,4.26
781.5,6575.82,6704.79,6475.62,0.094,0.117,0.076,5.3,6.6,4.27
782,6581.22,6711.12,6479.98,0.094,0.117,0.076,5.31,6.6,4.28
782.5,6586.62,6717.44,6484.6,0.094,0.117,0.076,5.32,6.6,4.29
783,6592.04,6723.97,6489.25,0.094,0.116,0.076,5.33,6.6,4.3
783.5,6597.46,6730.82,6493.91,0.094,0.116,0.076,5.34,6.6,4.32
784,6602.89,6737.66,6498.33,0.093,0.115,0.076,5.35,6.6,4.34
784.5,6608.32,6744.51,6502.73,0.093,0.115,0.076,5.36,6.6,4.36
785,6613.77,6751.35,6507.15,0.093,0.114,0.076,5.37,6.6,4.38
785.5,6619.23,6758.2,6511.58,0.093,0.114,0.076,5.38,6.6,4.4
786,6624.69,6764.68,6516.02,0.093,0.113,0.076,5.39,6.6,4.42
786.5,6630.16,6771.15,6520.48,0.093,0.113,0.076,5.4,6.6,4.43
787,6635.64,6777.64,6524.96,0.092,0.112,0.076,5.41,6.61,4.44
787.5,6641.14,6784.13,6529.52,0.092,0.112,0.076,5.42,6.61,4.46
788,6646.64,6790.62,6534.31,0.092,0.112,0.076,5.44,6.6,4.48
788.5,6652.15,6797.13,6539.12,0.092,0.111,0.076,5.45,6.6,4.5
789,6657.67,6803.64,6543.94,0.092,0.111,0.076,5.46,6.59,4.52
789.5,6663.2,6810.15,6548.8,0.091,0.11,0.076,5.48,6.59,4.53
790,6668.75,6816.68,6553.67,0.091,0.11,0.076,5.49,6.58,4.55
790.5,6674.3,6823.17,6558.56,0.091,0.11,0.076,5.51,6.59,4.56
791,6679.86,6829.57,6563.48,0.091,0.109,0.076,5.52,6.59,4.57
791.5,6685.44,6835.97,6568.34,0.09,0.109,0.076,5.53,6.59,4.58
792,6691.03,6842.39,6573.06,0.09,0.109,0.076,5.54,6.59,4.6
792.5,6696.63,6848.81,6577.79,0.09,0.108,0.076,5.55,6.59,4.62
793,6702.24,6855.23,6582.55,0.09,0.108,0.076,5.57,6.59,4.64
793.5,6707.86,6861.66,6587.34,0.09,0.107,0.076,5.59,6.59,4.65
794,6713.49,6868.1,6592.14,0.089,0.107,0.076,5.6,6.59,4.68
794.5,6719.14,6874.54,6596.97,0.089,0.107,0.076,5.62,6.6,4.69
795,6724.8,6880.99,6601.69,0.089,0.106,0.076,5.63,6.61,4.71
795.5,6730.47,6887.45,6606.32,0.089,0.106,0.076,5.64,6.61,4.73
796,6736.16,6893.92,6610.99,0.088,0.105,0.076,5.65,6.61,4.76
796.5,6741.86,6900.39,6615.68,0.088,0.105,0.076,5.67,6.62,4.78
797,6747.57,6906.87,6620.41,0.088,0.104,0.075,5.69,6.63,4.79
797.5,6753.3,6913.35,6625.18,0.088,0.104,0.075,5.7,6.63,4.83
798,6759.04,6919.84,6629.98,0.087,0.103,0.075,5.72,6.64,4.85
798.5,6764.79,6926.34,6634.81,0.087,0.103,0.075,5.73,6.64,4.87
799,6770.56,6932.85,6639.69,0.087,0.103,0.075,5.75,6.63,4.88
799.5,6776.34,6939.21,6644.81,0.087,0.102,0.075,5.77,6.63,4.89
800,6782.14,6945.56,6650,0.086,0.102,0.075,5.79,6.63,4.92
800.5,6787.95,6951.92,6655.22,0.086,0.101,0.075,5.8,6.65,4.93
801,6793.78,6958.27,6660.48,0.086,0.101,0.075,5.82,6.67,4.94
801.5,6799.62,6964.62,6665.78,0.086,0.101,0.075,5.84,6.68,4.95
802,6805.48,6970.97,6671.12,0.085,0.101,0.075,5.86,6.69,4.96
